Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/19/2016,Debt collection,"I had investment property that was the subject of a foreclosure lawsuit in XXXX XXXX, Illinois. The property suffered serious internal damage because of negligence by the former tenant. The servicer, XXXX XXXX XXXX XXXX allowed the homeowner 's insurance to lapse. My payment consisted of principal, interest and escrow. I 'm currently a class Plaintiff in a pending lawsuit against XXXX XXXX. To make a long story short, I was not financially able to repair the {$10000.00} + damage and attempted to work with XXXX XXXX. They retained a law firm and I was sued in a foreclosure lawsuit. I have worked out the deficiency judgment with the plaintiff 's attorney. Sometime in XXXX ( XXXX ), I received a letter from a collection agency called "" Clear Spring Loan Servicing '' along with a "" Limited Power of Attorney ''. The POA has no account number, no address, my name is not included. I hired a consumer advocate and she received another "" Limited Power of Attorney '' dated in XXXX. Again, there is no name, property address or account number listed on it, and it is lacking the notary seal as well. XXXX XXXX from XXXX, a well-respected consumer advocate investigated the contents and contacted the people listed on the Power of Attorney forms. It was discovered that "" XXXX XXXX '' is really XXXX XXXX XXXX XXXX, XXXX, Assistant General Counsel of XXXX in XXXX. XXXX XXXX denied signing the Power of Attorney and said his signature on the alleged power of attorney is a forgery. XXXX XXXX contacted XXXX XXXX who is indicated as a "" Vice President '' of XXXX on the XXXX bogus power of attorney. XXXX XXXX denied that was her signature and considered it as a forgery as well.",,"Sortis Financial, Inc.",IL,601XX,,Consent provided,Web,10/20/2016,Closed with explanation,Yes,Yes,2118281
11/21/2017,Debt collection,"Recieved call from a collection company regarding an amount owed to previous landlord for back rent following moving out of our apartment. The apartment claimed we did not give adequate notice of vacating. We were told by the apartment complex that we would receive a written notice of amount due following move out. This written notice was never received. We requested a written statement from the collection company and received it after 2 requests. After receiving written statement with amount due, we reached out to the collection company regarding payments to resolve the amount. Spoke with a gentleman who informed me that making a payment and continuing to pay each month would prevent the amount from being placed on our credit reports as a collection account. Following that conversation, I immediately went online and made a payment. I then called and informed the representative that I had made the payment. I did this to be certain that I was following the correct procedures to protect our credit and resolve the debt and was assured that I was. Within one week of making the payment, the company hit both mine and my wifes credit with a collection account, which was extremely detrimental to our score. I then spoke with the representative at the collection agency again, letting him know that a collection account was placed on our credit, and he informed me that he would be speaking with his manager to get it resolved and removed and would be calling me back that afternoon. I never received that callback. After two weeks, the representative did call back. He was oblivious to the conversation wed had prior regarding the collection account. He assured me AGAIN that he would reach out to his manager and have him speak with me directly. I have yet to receive a call back, and can not get in touch with the manager despite repeated attempts.",,"National Credit Systems,Inc.",TN,,,Consent provided,Web,11/21/2017,Closed with explanation,Yes,,2735173
07/16/2015,Credit card,There were fraudulent charges on my credit card.,,CAPITAL ONE FINANCIAL CORPORATION,NJ,,Older American,Consent provided,Web,07/16/2015,Closed with explanation,Yes,No,1470955
05/26/2016,Credit card,Awaiting final response on XXXX disputed fraudulent claims from previous contact with consumer financial protection bureau. See attached.,,PAYPAL HOLDINGS INC.,MA,,,Consent provided,Web,05/26/2016,Closed with explanation,Yes,No,1940336
02/27/2017,Debt collection,"On XXXX XXXX, 2017 I received a call at XXXX PM from XXXX XXXX, from Convergent Outsourcing XXXX XXXX on behalf of XXXX. She asked me to verify my name and address, which I refused to do, and the caller ended the call. I have since been waiting to receive the letter that is required to be sent after contact in an attempt to collect a debt. No such letter has come to my home. Today I received an alert from my XXXX XXXX that a new account is reporting as a collection from Convergent. 

Convergent has deprived me of my chance to dispute this debt or request validation, by not sending me the required letter within 5 days of contacting me regarding this debt.",,"Convergent Resources, Inc.",MN,554XX,,Consent provided,Web,02/27/2017,Closed with explanation,Yes,No,2361932
09/10/2017,"Credit reporting, credit repair services, or other personal consumer reports",,,EXETER FINANCE CORP.,TX,770XX,,Consent not provided,Web,09/10/2017,Closed with explanation,Yes,,2663618
11/21/2012,Bank account or service,,,TD BANK US HOLDING COMPANY,ME,04901,,,Postal mail,11/23/2012,Closed with explanation,Yes,No,195395
06/30/2015,Debt collection,"I have saved voicemails from someone calling from an unknown number saying that they are from the county process service department and have a failed attempted to serve me at the location on file, this matter requires my immediate attention and I need to contact the issuing office at XXXX and reference the case number provided. The call ended with "" you are in jeopardy of missing your court date, consider yourself notified! "". The XXXX voicemail said they have a XXXX failed attempt to serve me and my sister and we are in jeopardy of missing the court date as well as in jeopardy of getting a failure to serve. I have no idea why this `` county process service department '' is looking for a matter that would involve both me and my sister. 
I called the phone number XXXX and have was hung up on XXXX times and told I was playing games and disgruntled ( because I told them that if they werent recording the call i was going to ), before getting information from someone on the XXXX call, which I recorded. When answering they stated different names for their "" firm '' ; XXXX and Legal office of XXXX XXXX. The account they referenced is was one that I have been disputing for years because it was fraud ; I did not open the account, someone else did. It is currently in dispute status and past the statute of limitations in my state. 
The `` county process service department '' also called multiple family members who have texted and called me worried about me because it sounded like I am facing a serious legal issue. 
I spoke with XXXX attorneys that stated this business is not legitimate, it is a scam. Neither of the lawyers could find information on this "" law firm/business '' I searched for hours attempting to find information on their company and all I could find was information on a company in XXXX.",,HSBC NORTH AMERICA HOLDINGS INC.,WA,980XX,,Consent provided,Web,07/01/2015,Closed with explanation,Yes,No,1445372
02/09/2017,Student loan,"For the past four years since I have been out of college I have been struggling trying to figure out how to repay my student loans. I was under the belief there was an income based payment plan I could get enrolled into. I was told there was nothing I could do online multiple times during this four year period and that I had to fill out forms and send them in the mail to them. I did do this I believe 3 times total I sent the paperwork to the address I was given each time and each time I was told they never received the paperwork. I have a multitude of phone calls that I can remember very specifically saying ca n't I do something online based on my income and was told multiple times this was the only way. So each time I was told the best thing to do was to take forbearance on the loan and refile the paperwork. I finally got frustrated enough after reading an article about a lawsuit against Navient recently for this very reason being unlawful and that I was not the only XXXX experiencing it, and called Navient and demanded to know all of my options. Again I received the run around and was questioned about where I was mailing things until I poked more and said I know there is an online resolution I read about it in the article about the lawsuit against you. As soon as this was said I was told by the gentlemen on the phone there was an income based repayment plan which is filed online. I had asked multiple times if XXXX dollars a month would suffice for a payment and was told the lowest with my income which has n't changed this entire time would have been XXXX. On a {$25000.00} a year salary, before taxes, I could not afford XXXX a month but have since learned this entire time it would have been XXXX a month with the correct repayment plan. I finished my phone call by asking him how much my current loan was at and was told I currently owed just over {$25000.00}. I then asked how much the loans began at when I left school, to which I was told just over {$10000.00}. So i barraged him with questions asking if there was anywhere I could complain to because for the past four years I have gained {$15000.00} in debt, which is more than I racked up the entire time I was in college, because the people who were supposed to help me chose not to. To this I was told there was nothing he or anyone else could do to relieve any of the interest gained and suggested since I was going forward with the income based repayment plan that I take forbearance so that my loans would n't risk defaulting. To my dismay I agreed to another 30-day forbearance to ensure this would n't happen and to give myself adequate time to resolve the issue. 

I believe this can not be legal practice I should be able to trust the student loan company to help me pay them back not bury myself so far into debt that I can not get out. If someone had told me from the get go exactly how to handle my student loans at this point I would almost have them completely paid off but instead I have an endless amount of debt that in four years has increased by % XXXX. I am beyond fed up and disappointed that I would have been better off in life had I not even gone to a higher education. 

I would beg anyone looking into this case to demand my phone call logs and recordings specifically because the amount of frustration and misleading these people gave and did to me is unbelievable and prime example of the suit currently in progress.",,"Navient Solutions, LLC.",NY,,,Consent provided,Web,02/09/2017,Closed with explanation,Yes,No,2337376
11/17/2014,Debt collection,,,Allied Interstate LLC,MA,02116,,,Web,11/17/2014,Closed with non-monetary relief,Yes,No,1119149
12/12/2018,Checking or savings account,I deposited a check for {$1400.00} on XX/XX/2018 the funds are usually available in two days after checking my account Wednesday Wednesday XX/XX/2018 I realized that my funds were not available yet so I contacted the bank the bank told me there's a fraudulent hold on the check I spoke with supervisors who would not give me their ID numbers I spoke with fraud protection who will not give me their ID numbers I even spoke to the bank that the check was written out of I gave Santander Bank the numbers of my company the number of the bank that the check was drawn on and I'm still getting nowhere they got a hold on my check that doesn't need to be there my name is on the check it is my checking account it also says payroll check there's no need for a hold on this check it is XXXX time I can't buy gifts this was my layoff check I explained everything to Santander Bank and they don't care,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SANTANDER BANK, NATIONAL ASSOCIATION",MA,027XX,,Consent provided,Web,12/14/2018,Closed with explanation,Yes,,3098318
